epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
496,580.699,0.83733,0.28272,0.00504,0.83307,0.66587,0.66509,0.36979,1.78077,1.31264,0.01578,0.00125483,0.00125483,0.00125483
497,581.861,0.66005,0.24246,0.00477,0.77794,0.66587,0.65468,0.35865,1.75699,1.38424,0.01564,0.001254,0.001254,0.001254
498,582.995,0.65047,0.23428,0.00488,0.83083,0.61619,0.6822,0.37921,1.75199,1.35726,0.01532,0.00125316,0.00125316,0.00125316
499,584.166,0.70435,0.27861,0.00428,0.75461,0.66587,0.67508,0.3813,1.74097,1.29759,0.01512,0.00125233,0.00125233,0.00125233
500,585.298,0.71116,0.24122,0.00342,0.79844,0.66587,0.68332,0.38261,1.75016,1.23708,0.01535,0.0012515,0.0012515,0.0012515
501,586.44,0.66118,0.3588,0.00509,0.69237,0.77698,0.70515,0.37647,1.73751,1.19935,0.01486,0.00125067,0.00125067,0.00125067
502,587.596,0.64127,0.22023,0.00419,0.78569,0.74921,0.74006,0.39389,1.79201,1.13808,0.01617,0.00124983,0.00124983,0.00124983
503,588.737,0.73202,0.26426,0.0035,0.76518,0.7627,0.7012,0.36967,1.82059,1.20102,0.0166,0.001249,0.001249,0.001249
504,589.934,0.70688,0.26572,0.0044,0.71504,0.75019,0.64239,0.32052,1.83156,1.27511,0.01683,0.00124817,0.00124817,0.00124817
505,591.131,0.77129,0.2801,0.00376,0.73255,0.7627,0.64133,0.32897,1.77303,1.26425,0.01626,0.00124734,0.00124734,0.00124734
506,592.336,0.74756,0.32679,0.00428,0.73933,0.74841,0.66212,0.36632,1.75464,1.30365,0.01586,0.0012465,0.0012465,0.0012465
507,593.612,0.69885,0.2401,0.00428,0.71934,0.72063,0.66393,0.36589,1.76176,1.34487,0.01615,0.00124567,0.00124567,0.00124567
508,594.829,0.67118,0.25996,0.00386,0.73645,0.74939,0.68693,0.3744,1.74599,1.36183,0.01601,0.00124484,0.00124484,0.00124484
509,596.08,0.67077,0.28995,0.00455,0.72984,0.76955,0.69992,0.37009,1.75012,1.37729,0.01614,0.00124401,0.00124401,0.00124401
510,597.228,0.65453,0.25606,0.00383,0.71125,0.74921,0.69409,0.36922,1.77407,1.38551,0.01647,0.00124317,0.00124317,0.00124317
511,598.401,0.6626,0.27029,0.00402,0.69237,0.74921,0.69187,0.36568,1.80968,1.36371,0.01672,0.00124234,0.00124234,0.00124234
512,599.593,0.74697,0.42408,0.0047,0.68671,0.77698,0.6902,0.35895,1.82856,1.32361,0.01668,0.00124151,0.00124151,0.00124151
513,600.795,0.60104,0.21967,0.00382,0.70215,0.78718,0.69989,0.36846,1.82717,1.31796,0.01659,0.00124067,0.00124067,0.00124067
514,601.974,0.64976,0.29087,0.0038,0.66028,0.77633,0.69886,0.36256,1.77895,1.39631,0.01555,0.00123984,0.00123984,0.00123984
515,603.226,0.6254,0.30651,0.00317,0.63551,0.73571,0.68802,0.35678,1.7764,1.42791,0.01528,0.00123901,0.00123901,0.00123901
516,604.449,0.59817,0.21975,0.00398,0.72209,0.73571,0.70029,0.36402,1.78834,1.35906,0.01508,0.00123818,0.00123818,0.00123818
517,605.616,0.61272,0.21447,0.00337,0.75812,0.73571,0.70284,0.36015,1.78113,1.31016,0.01483,0.00123734,0.00123734,0.00123734
518,606.781,0.6308,0.23477,0.00333,0.77563,0.69286,0.68406,0.36303,1.80693,1.26736,0.01505,0.00123651,0.00123651,0.00123651
519,607.989,0.74903,0.30142,0.00399,0.77578,0.72135,0.6955,0.35847,1.83739,1.2845,0.01528,0.00123568,0.00123568,0.00123568
520,609.176,0.65915,0.25745,0.00375,0.73037,0.74765,0.70174,0.35461,1.86108,1.24578,0.01571,0.00123485,0.00123485,0.00123485
521,610.363,0.6383,0.22121,0.00393,0.6825,0.76349,0.70203,0.3627,1.84384,1.18622,0.01581,0.00123401,0.00123401,0.00123401
522,611.528,0.74887,0.27996,0.00404,0.65704,0.71772,0.6887,0.36935,1.78731,1.15716,0.01476,0.00123318,0.00123318,0.00123318
523,612.707,0.62384,0.27089,0.00582,0.69174,0.70794,0.70563,0.38539,1.77629,1.15194,0.01464,0.00123235,0.00123235,0.00123235
524,613.889,0.65631,0.25997,0.00448,0.74245,0.73571,0.72068,0.38966,1.78248,1.13866,0.01428,0.00123152,0.00123152,0.00123152
525,615.037,0.6548,0.24072,0.0037,0.76233,0.70794,0.70255,0.38582,1.75815,1.15847,0.01412,0.00123068,0.00123068,0.00123068
526,616.19,0.62743,0.2415,0.00443,0.73643,0.72073,0.67766,0.37349,1.74234,1.17899,0.01415,0.00122985,0.00122985,0.00122985
527,617.32,0.56135,0.22634,0.00349,0.73328,0.72143,0.68892,0.37617,1.73825,1.17994,0.01407,0.00122902,0.00122902,0.00122902
528,618.45,0.66301,0.24492,0.00327,0.77589,0.72143,0.69682,0.3841,1.74484,1.19057,0.01452,0.00122818,0.00122818,0.00122818
529,619.6,0.67359,0.21523,0.00348,0.8184,0.69286,0.70582,0.38652,1.74459,1.16991,0.01472,0.00122735,0.00122735,0.00122735
530,620.763,0.58075,0.17743,0.00394,0.69801,0.75819,0.70475,0.38004,1.80558,1.05898,0.01584,0.00122652,0.00122652,0.00122652
531,621.923,0.67048,0.26712,0.004,0.74226,0.77476,0.71867,0.37258,1.823,1.04809,0.01628,0.00122569,0.00122569,0.00122569
532,623.071,0.69016,0.30651,0.00392,0.73451,0.75315,0.72626,0.37807,1.79963,1.03446,0.01619,0.00122485,0.00122485,0.00122485
533,624.23,0.62034,0.23434,0.00331,0.6877,0.79127,0.69935,0.38123,1.78227,1.0418,0.01588,0.00122402,0.00122402,0.00122402
534,625.37,0.63027,0.22994,0.0034,0.69985,0.74679,0.6964,0.376,1.78942,1.10079,0.01645,0.00122319,0.00122319,0.00122319
535,626.521,0.60673,0.22489,0.00493,0.70604,0.74865,0.71552,0.39051,1.8152,1.06388,0.01667,0.00122236,0.00122236,0.00122236
536,627.631,0.61303,0.23273,0.00338,0.7536,0.76349,0.73012,0.3958,1.82808,1.06103,0.01682,0.00122152,0.00122152,0.00122152
537,628.763,0.69963,0.2348,0.00411,0.74665,0.79127,0.72445,0.38115,1.81244,1.03346,0.01681,0.00122069,0.00122069,0.00122069
538,629.902,0.69356,0.23371,0.00394,0.70779,0.79127,0.70516,0.36595,1.80183,1.00202,0.01668,0.00121986,0.00121986,0.00121986
539,631.081,0.66683,0.24968,0.00374,0.69623,0.76349,0.67819,0.34811,1.78688,0.98598,0.01676,0.00121903,0.00121903,0.00121903
540,632.242,0.63725,0.2219,0.00378,0.78931,0.68052,0.70272,0.36515,1.79346,0.96711,0.017,0.00121819,0.00121819,0.00121819
541,633.404,0.73031,0.2649,0.00425,0.79946,0.69248,0.6928,0.36776,1.7577,1.03581,0.01591,0.00121736,0.00121736,0.00121736
542,634.573,0.66379,0.27334,0.00464,0.80988,0.66587,0.68282,0.37617,1.78948,1.06976,0.01592,0.00121653,0.00121653,0.00121653
543,635.717,0.66857,0.22762,0.00367,0.7305,0.73479,0.68556,0.37451,1.80962,1.06582,0.01575,0.00121569,0.00121569,0.00121569
544,636.852,0.75219,0.25541,0.00367,0.76355,0.72924,0.70018,0.38423,1.81514,1.02161,0.01587,0.00121486,0.00121486,0.00121486
545,638,0.75623,0.26717,0.00492,0.76474,0.73068,0.71042,0.37848,1.76618,1.05842,0.01552,0.00121403,0.00121403,0.00121403
546,639.137,0.70701,0.29769,0.00413,0.74633,0.72143,0.68768,0.37521,1.76041,1.00689,0.01574,0.0012132,0.0012132,0.0012132
547,640.277,0.63962,0.23103,0.00367,0.75309,0.72901,0.69077,0.37435,1.76264,1.01004,0.01578,0.00121236,0.00121236,0.00121236
548,641.433,0.5867,0.20857,0.0031,0.74939,0.72143,0.70865,0.38667,1.77246,1.05388,0.01563,0.00121153,0.00121153,0.00121153
549,642.655,0.60835,0.21072,0.00294,0.74225,0.726,0.69735,0.38836,1.75564,1.04482,0.01541,0.0012107,0.0012107,0.0012107
550,643.837,0.69291,0.23765,0.00445,0.73542,0.76307,0.71761,0.38934,1.73241,1.01853,0.01522,0.00120987,0.00120987,0.00120987
551,645.007,0.72892,0.2613,0.00394,0.69837,0.73571,0.6927,0.38525,1.74575,1.03322,0.01531,0.00120903,0.00120903,0.00120903
552,646.16,0.69426,0.23597,0.00343,0.70826,0.73571,0.68969,0.38381,1.76391,1.08563,0.01577,0.0012082,0.0012082,0.0012082
553,647.29,0.67641,0.23334,0.00359,0.7297,0.73571,0.67669,0.36871,1.758,1.0946,0.01547,0.00120737,0.00120737,0.00120737
554,648.45,0.68136,0.22746,0.00406,0.70635,0.72143,0.65996,0.35426,1.75847,1.12555,0.01567,0.00120654,0.00120654,0.00120654
555,649.576,0.64133,0.22734,0.00391,0.69795,0.73164,0.674,0.36625,1.75173,1.11241,0.01543,0.0012057,0.0012057,0.0012057
556,650.703,0.66507,0.24193,0.00324,0.66461,0.71379,0.66783,0.3664,1.75998,1.14083,0.01519,0.00120487,0.00120487,0.00120487
557,651.883,0.66578,0.24586,0.00356,0.73175,0.68016,0.67516,0.37203,1.76656,1.18387,0.01566,0.00120404,0.00120404,0.00120404
558,653.06,0.60733,0.25546,0.00314,0.70798,0.70455,0.66069,0.35903,1.77728,1.17746,0.01571,0.0012032,0.0012032,0.0012032
559,654.213,0.69303,0.23686,0.00389,0.68335,0.69365,0.66263,0.36004,1.79626,1.21655,0.01603,0.00120237,0.00120237,0.00120237
560,655.385,0.58702,0.21492,0.00387,0.62977,0.72487,0.63769,0.34804,1.8149,1.2267,0.01646,0.00120154,0.00120154,0.00120154
561,656.548,0.62921,0.23325,0.00379,0.59816,0.73488,0.66331,0.36598,1.78976,1.22667,0.01589,0.00120071,0.00120071,0.00120071
562,657.687,0.63339,0.19058,0.00381,0.58759,0.76349,0.66711,0.37054,1.76494,1.2306,0.01519,0.00119987,0.00119987,0.00119987
563,658.925,0.53154,0.23474,0.00346,0.6173,0.73571,0.67182,0.37666,1.75137,1.21193,0.01493,0.00119904,0.00119904,0.00119904
564,660.135,0.55319,0.21344,0.00354,0.72057,0.6381,0.6687,0.37123,1.73353,1.24217,0.01498,0.00119821,0.00119821,0.00119821
565,661.322,0.60401,0.21958,0.00371,0.7086,0.66822,0.6731,0.36839,1.75577,1.22274,0.01576,0.00119738,0.00119738,0.00119738
566,662.619,0.61703,0.26091,0.00381,0.71894,0.67102,0.67558,0.36745,1.74874,1.26662,0.01562,0.00119654,0.00119654,0.00119654
567,663.814,0.67039,0.21376,0.00481,0.6672,0.72471,0.66656,0.36347,1.7195,1.30308,0.01596,0.00119571,0.00119571,0.00119571
568,664.989,0.59794,0.20986,0.00367,0.74928,0.66443,0.66845,0.37413,1.72567,1.22898,0.01568,0.00119488,0.00119488,0.00119488
569,666.131,0.61377,0.23479,0.00376,0.78179,0.68016,0.68516,0.37823,1.72841,1.23934,0.01493,0.00119405,0.00119405,0.00119405
570,667.263,0.64642,0.23107,0.00418,0.75774,0.73125,0.67511,0.36689,1.74989,1.22442,0.01519,0.00119321,0.00119321,0.00119321
571,668.402,0.62401,0.20818,0.00423,0.75665,0.73314,0.6771,0.36371,1.76269,1.22435,0.01525,0.00119238,0.00119238,0.00119238
572,669.555,0.60014,0.23045,0.00332,0.76586,0.69365,0.68597,0.3796,1.68936,1.28835,0.01446,0.00119155,0.00119155,0.00119155
573,670.68,0.58602,0.23605,0.00336,0.74911,0.67937,0.66083,0.3641,1.70561,1.24752,0.01568,0.00119071,0.00119071,0.00119071
574,671.812,0.61747,0.23462,0.00354,0.733,0.69155,0.6472,0.35092,1.69492,1.23169,0.01542,0.00118988,0.00118988,0.00118988
575,672.959,0.59766,0.19838,0.00486,0.73449,0.69365,0.66023,0.36911,1.69511,1.21413,0.01549,0.00118905,0.00118905,0.00118905
576,674.087,0.54103,0.2105,0.00415,0.69159,0.69365,0.62046,0.34616,1.73052,1.27312,0.01518,0.00118822,0.00118822,0.00118822
577,675.219,0.66001,0.28054,0.00309,0.72103,0.69414,0.63217,0.34912,1.7494,1.24759,0.01539,0.00118738,0.00118738,0.00118738
578,676.35,0.65878,0.24875,0.00366,0.66075,0.70794,0.62884,0.3464,1.75296,1.18848,0.01593,0.00118655,0.00118655,0.00118655
579,677.5,0.65148,0.23925,0.00352,0.67857,0.73034,0.6611,0.35288,1.79503,1.13619,0.01716,0.00118572,0.00118572,0.00118572
580,678.626,0.55952,0.18011,0.00378,0.66699,0.75461,0.68584,0.36776,1.81668,1.1889,0.01659,0.00118489,0.00118489,0.00118489
581,679.79,0.67756,0.22221,0.00408,0.65415,0.7563,0.69896,0.36794,1.83725,1.19717,0.01705,0.00118405,0.00118405,0.00118405
582,680.935,0.7335,0.26146,0.00379,0.65837,0.73571,0.67876,0.36145,1.83453,1.20647,0.01711,0.00118322,0.00118322,0.00118322
583,682.123,0.60873,0.24612,0.00336,0.62588,0.73571,0.66586,0.35187,1.79794,1.23067,0.01647,0.00118239,0.00118239,0.00118239
584,683.304,0.61682,0.19494,0.00354,0.63142,0.76349,0.66978,0.36841,1.77856,1.26283,0.01557,0.00118156,0.00118156,0.00118156
585,684.472,0.6412,0.24208,0.00412,0.69107,0.67344,0.66381,0.36075,1.7751,1.2242,0.01582,0.00118072,0.00118072,0.00118072
586,685.646,0.62903,0.22741,0.00376,0.7548,0.69365,0.68561,0.38381,1.78396,1.17617,0.01584,0.00117989,0.00117989,0.00117989
587,686.789,0.67272,0.2607,0.00396,0.74685,0.66587,0.68889,0.3861,1.76573,1.16636,0.01554,0.00117906,0.00117906,0.00117906
588,687.921,0.68831,0.23499,0.00344,0.79037,0.69365,0.70564,0.37557,1.7741,1.1878,0.01535,0.00117822,0.00117822,0.00117822
589,689.072,0.58162,0.23325,0.00321,0.7894,0.69365,0.70049,0.36482,1.81856,1.20161,0.01587,0.00117739,0.00117739,0.00117739
590,690.205,0.63894,0.24828,0.0041,0.73063,0.74921,0.69806,0.36431,1.89205,1.1833,0.01721,0.00117656,0.00117656,0.00117656
591,691.359,0.66036,0.25426,0.00367,0.79303,0.69365,0.69377,0.36149,1.86168,1.13538,0.01664,0.00117573,0.00117573,0.00117573
592,692.527,0.67991,0.21611,0.00372,0.77636,0.70714,0.6864,0.36345,1.81389,1.08933,0.01596,0.00117489,0.00117489,0.00117489
593,693.716,0.69222,0.2123,0.00364,0.80899,0.7025,0.69268,0.37286,1.77381,1.08628,0.01565,0.00117406,0.00117406,0.00117406
594,694.901,0.59143,0.27455,0.00353,0.80543,0.67937,0.68369,0.37387,1.77348,1.14084,0.01601,0.00117323,0.00117323,0.00117323
595,696.058,0.60895,0.22032,0.00392,0.77274,0.67937,0.70057,0.38861,1.76996,1.11789,0.01648,0.0011724,0.0011724,0.0011724
596,697.219,0.57622,0.1947,0.0038,0.79744,0.70714,0.71661,0.39943,1.78573,1.11124,0.01729,0.00117156,0.00117156,0.00117156
597,698.388,0.63187,0.22586,0.00302,0.83653,0.70714,0.7229,0.40042,1.80237,1.01836,0.01726,0.00117073,0.00117073,0.00117073
598,699.54,0.53576,0.17677,0.00342,0.78623,0.70714,0.69399,0.38208,1.81507,1.09266,0.01757,0.0011699,0.0011699,0.0011699
599,700.651,0.65031,0.23703,0.00459,0.78679,0.67493,0.66996,0.35457,1.85469,1.10073,0.01735,0.00116907,0.00116907,0.00116907
600,701.792,0.65579,0.20996,0.00373,0.80417,0.69741,0.69074,0.35723,1.86844,1.09056,0.01692,0.00116823,0.00116823,0.00116823
601,702.93,0.62672,0.18908,0.00388,0.88868,0.70714,0.73663,0.37905,1.86579,1.03935,0.01645,0.0011674,0.0011674,0.0011674
602,704.065,0.60506,0.20164,0.0036,0.94637,0.74921,0.78034,0.3948,1.85496,1.04366,0.01628,0.00116657,0.00116657,0.00116657
603,705.216,0.55678,0.21202,0.00384,0.78217,0.77698,0.76136,0.39494,1.83708,1.10354,0.0167,0.00116573,0.00116573,0.00116573
604,706.373,0.61685,0.21799,0.00353,0.79923,0.7627,0.74107,0.38871,1.82877,1.085,0.01722,0.0011649,0.0011649,0.0011649
605,707.51,0.56838,0.18895,0.00306,0.83639,0.75945,0.72951,0.38613,1.82578,1.07713,0.01704,0.00116407,0.00116407,0.00116407
606,708.641,0.62827,0.21806,0.00314,0.74219,0.80476,0.70486,0.37502,1.84878,1.09883,0.01696,0.00116324,0.00116324,0.00116324
607,709.787,0.58877,0.22912,0.00309,0.76069,0.71782,0.6913,0.36841,1.85072,1.15972,0.01719,0.0011624,0.0011624,0.0011624
608,710.918,0.58404,0.22226,0.00345,0.73411,0.74142,0.68955,0.36924,1.86247,1.22911,0.01699,0.00116157,0.00116157,0.00116157
609,712.092,0.70201,0.24699,0.00366,0.71601,0.74433,0.67817,0.35751,1.85393,1.26119,0.0167,0.00116074,0.00116074,0.00116074
610,713.258,0.7063,0.24519,0.00359,0.76226,0.72093,0.67535,0.36242,1.83249,1.26314,0.01643,0.00115991,0.00115991,0.00115991
611,714.429,0.54822,0.20474,0.00387,0.73341,0.72143,0.66521,0.36568,1.81319,1.22626,0.01665,0.00115907,0.00115907,0.00115907
612,715.605,0.59422,0.20666,0.00301,0.7283,0.71974,0.65892,0.3645,1.80941,1.24026,0.01641,0.00115824,0.00115824,0.00115824
613,716.77,0.69145,0.32118,0.00451,0.76961,0.70469,0.66782,0.36678,1.81011,1.20444,0.01647,0.00115741,0.00115741,0.00115741
614,717.941,0.60386,0.1995,0.00458,0.75309,0.69355,0.6785,0.37744,1.81401,1.20837,0.01684,0.00115658,0.00115658,0.00115658
615,719.073,0.60753,0.18592,0.00342,0.71394,0.70714,0.67324,0.37725,1.80521,1.19648,0.01651,0.00115574,0.00115574,0.00115574
616,720.257,0.60976,0.23988,0.00393,0.7722,0.70714,0.67413,0.37593,1.79872,1.09195,0.01631,0.00115491,0.00115491,0.00115491
617,721.405,0.61238,0.25196,0.0039,0.76536,0.70714,0.68058,0.38323,1.81705,1.08776,0.01676,0.00115408,0.00115408,0.00115408
618,722.569,0.61823,0.21076,0.00384,0.74083,0.70714,0.6854,0.37059,1.83479,1.10644,0.01731,0.00115324,0.00115324,0.00115324
619,723.75,0.61504,0.21223,0.00362,0.72625,0.7021,0.68297,0.37033,1.86012,1.14545,0.01774,0.00115241,0.00115241,0.00115241
620,724.911,0.63143,0.22026,0.00382,0.73657,0.70509,0.67223,0.35941,1.89364,1.16433,0.0181,0.00115158,0.00115158,0.00115158
621,726.078,0.61537,0.21792,0.0032,0.7231,0.71564,0.67258,0.35763,1.88955,1.16953,0.01718,0.00115075,0.00115075,0.00115075
622,727.24,0.59482,0.31428,0.00371,0.71342,0.69746,0.66294,0.34473,1.89266,1.19151,0.01691,0.00114991,0.00114991,0.00114991
623,728.381,0.59395,0.19288,0.00322,0.76335,0.6373,0.66325,0.34723,1.8985,1.19277,0.01708,0.00114908,0.00114908,0.00114908
624,729.536,0.61194,0.21323,0.00282,0.76275,0.66154,0.67635,0.3569,1.90002,1.16947,0.01699,0.00114825,0.00114825,0.00114825
625,730.69,0.60684,0.30308,0.00351,0.77198,0.66079,0.65932,0.35486,1.9155,1.21716,0.01718,0.00114742,0.00114742,0.00114742
626,731.824,0.63804,0.21216,0.00303,0.69823,0.72143,0.66444,0.36002,1.9341,1.20711,0.01748,0.00114658,0.00114658,0.00114658
627,732.983,0.57305,0.21174,0.00349,0.7514,0.71915,0.68466,0.36951,1.93227,1.16183,0.01796,0.00114575,0.00114575,0.00114575
628,734.138,0.61038,0.2142,0.0048,0.72266,0.72011,0.66064,0.34617,1.91051,1.14824,0.01776,0.00114492,0.00114492,0.00114492
629,735.328,0.68881,0.20788,0.00297,0.70052,0.74921,0.66692,0.35803,1.89513,1.16294,0.01706,0.00114409,0.00114409,0.00114409
630,736.511,0.61386,0.22065,0.00363,0.6911,0.74436,0.66223,0.36342,1.89395,1.20511,0.01723,0.00114325,0.00114325,0.00114325
631,737.641,0.58653,0.21061,0.00417,0.67894,0.71643,0.65733,0.3699,1.88642,1.2218,0.01672,0.00114242,0.00114242,0.00114242
632,738.766,0.61637,0.26032,0.00361,0.68531,0.70714,0.6599,0.37171,1.85994,1.18572,0.01602,0.00114159,0.00114159,0.00114159
633,739.913,0.56079,0.21859,0.00283,0.71047,0.72245,0.67428,0.38476,1.8258,1.17708,0.01545,0.00114075,0.00114075,0.00114075
634,741.047,0.59426,0.22201,0.0029,0.71746,0.73492,0.68136,0.38787,1.81271,1.18843,0.01538,0.00113992,0.00113992,0.00113992
635,742.187,0.49594,0.19453,0.00273,0.73054,0.73492,0.68656,0.39635,1.82893,1.1695,0.01562,0.00113909,0.00113909,0.00113909
636,743.348,0.6254,0.24033,0.00337,0.75164,0.73383,0.66975,0.37795,1.82312,1.15837,0.0156,0.00113826,0.00113826,0.00113826
637,744.5,0.56945,0.19767,0.00305,0.71906,0.73492,0.66889,0.37257,1.8297,1.1642,0.01581,0.00113742,0.00113742,0.00113742
638,745.66,0.55055,0.23309,0.00294,0.74421,0.73478,0.67995,0.3786,1.84216,1.16375,0.01619,0.00113659,0.00113659,0.00113659
639,746.846,0.6205,0.21213,0.0033,0.74398,0.72063,0.68331,0.38253,1.87283,1.15836,0.01678,0.00113576,0.00113576,0.00113576
640,747.98,0.61354,0.25291,0.00333,0.76094,0.71464,0.69216,0.38171,1.88892,1.17741,0.0168,0.00113493,0.00113493,0.00113493
641,749.128,0.58258,0.1892,0.00302,0.75993,0.71792,0.6969,0.3699,1.9165,1.18948,0.01728,0.00113409,0.00113409,0.00113409
642,750.294,0.58029,0.20849,0.00326,0.78778,0.69286,0.69687,0.36697,1.91653,1.19611,0.01738,0.00113326,0.00113326,0.00113326
643,751.444,0.61375,0.22365,0.00308,0.69436,0.7462,0.67828,0.34838,1.89919,1.24737,0.01705,0.00113243,0.00113243,0.00113243
644,752.6,0.5263,0.21934,0.00298,0.70696,0.73413,0.67052,0.34755,1.93251,1.20314,0.01749,0.0011316,0.0011316,0.0011316
645,753.761,0.583,0.21986,0.00306,0.68198,0.74841,0.68066,0.34345,1.93689,1.18942,0.01756,0.00113076,0.00113076,0.00113076
646,754.938,0.56488,0.21435,0.00258,0.72624,0.75262,0.69165,0.35893,1.92394,1.13338,0.01734,0.00112993,0.00112993,0.00112993
647,756.088,0.54338,0.21503,0.00289,0.72563,0.73157,0.6876,0.35278,1.85626,1.1462,0.01669,0.0011291,0.0011291,0.0011291
648,757.261,0.67634,0.29046,0.00298,0.72496,0.70572,0.66879,0.36503,1.82689,1.14998,0.01602,0.00112826,0.00112826,0.00112826
649,758.4,0.51943,0.1813,0.00261,0.70001,0.7437,0.66754,0.36377,1.84211,1.12944,0.0168,0.00112743,0.00112743,0.00112743
650,759.558,0.56711,0.19783,0.00308,0.67855,0.7627,0.65707,0.36538,1.83522,1.12609,0.01702,0.0011266,0.0011266,0.0011266
651,760.7,0.59081,0.21079,0.00336,0.69373,0.6934,0.66564,0.37299,1.81795,1.12181,0.01753,0.00112577,0.00112577,0.00112577
652,761.834,0.54406,0.22241,0.00318,0.73193,0.66508,0.65738,0.36943,1.78742,1.12981,0.01732,0.00112493,0.00112493,0.00112493
653,762.984,0.50076,0.19452,0.00402,0.70439,0.74844,0.67351,0.35896,1.77908,1.15444,0.01595,0.0011241,0.0011241,0.0011241
654,764.17,0.55319,0.207,0.00329,0.7483,0.70635,0.70898,0.38526,1.76928,1.14004,0.01603,0.00112327,0.00112327,0.00112327
655,765.327,0.58982,0.18761,0.00313,0.75009,0.7247,0.70672,0.39886,1.76136,1.15274,0.01639,0.00112244,0.00112244,0.00112244
656,766.499,0.58848,0.21554,0.00286,0.74663,0.67722,0.6872,0.38219,1.74363,1.20414,0.01562,0.0011216,0.0011216,0.0011216
657,767.686,0.55362,0.18579,0.00302,0.7157,0.67538,0.64409,0.34863,1.7618,1.20619,0.0153,0.00112077,0.00112077,0.00112077
658,768.862,0.65813,0.22379,0.00337,0.69289,0.75198,0.67346,0.35764,1.76523,1.21295,0.0152,0.00111994,0.00111994,0.00111994
659,770.017,0.59926,0.20658,0.00311,0.74241,0.70714,0.69226,0.37538,1.76364,1.21047,0.015,0.00111911,0.00111911,0.00111911
660,771.195,0.48688,0.2219,0.00323,0.74903,0.70714,0.68244,0.37962,1.77528,1.22225,0.01527,0.00111827,0.00111827,0.00111827
661,772.352,0.56866,0.22536,0.00273,0.77805,0.70714,0.68137,0.37693,1.77968,1.1817,0.01558,0.00111744,0.00111744,0.00111744
662,773.506,0.49683,0.16908,0.00398,0.7214,0.70584,0.68798,0.37295,1.77554,1.1956,0.01556,0.00111661,0.00111661,0.00111661
663,774.663,0.49988,0.17905,0.00292,0.701,0.77619,0.71184,0.38051,1.77047,1.14005,0.01539,0.00111577,0.00111577,0.00111577
664,775.798,0.56723,0.19435,0.00315,0.71405,0.74841,0.73225,0.39699,1.77929,1.14828,0.0156,0.00111494,0.00111494,0.00111494
665,776.965,0.61583,0.20108,0.00289,0.74842,0.74151,0.73224,0.39033,1.77853,1.15425,0.01596,0.00111411,0.00111411,0.00111411
666,778.118,0.56898,0.18369,0.00337,0.74988,0.76962,0.74752,0.39302,1.80262,1.19282,0.01621,0.00111328,0.00111328,0.00111328
667,779.253,0.526,0.16443,0.00341,0.72076,0.79048,0.73279,0.38914,1.78238,1.18092,0.01549,0.00111244,0.00111244,0.00111244
668,780.4,0.59299,0.21556,0.00374,0.75427,0.73492,0.71594,0.37585,1.78466,1.14608,0.01628,0.00111161,0.00111161,0.00111161
669,781.524,0.53595,0.22386,0.00377,0.81094,0.67937,0.70074,0.36656,1.79421,1.17351,0.01643,0.00111078,0.00111078,0.00111078
670,782.662,0.61734,0.21522,0.00384,0.76721,0.70281,0.70873,0.37419,1.80346,1.16306,0.0162,0.00110995,0.00110995,0.00110995
671,783.805,0.52001,0.18914,0.00283,0.78032,0.77698,0.72507,0.36727,1.81555,1.15859,0.01629,0.00110911,0.00110911,0.00110911
672,784.969,0.55097,0.19861,0.00287,0.77736,0.77698,0.73272,0.37456,1.82043,1.15797,0.01609,0.00110828,0.00110828,0.00110828
673,786.128,0.56331,0.20016,0.00323,0.77603,0.79048,0.72193,0.37465,1.81044,1.16476,0.01628,0.00110745,0.00110745,0.00110745
674,787.291,0.63982,0.22102,0.00297,0.77118,0.78447,0.73184,0.38356,1.82406,1.11304,0.0164,0.00110662,0.00110662,0.00110662
675,788.443,0.6514,0.20796,0.00334,0.78438,0.80397,0.73063,0.38771,1.80669,1.10468,0.01647,0.00110578,0.00110578,0.00110578
676,789.599,0.6578,0.20855,0.00369,0.78805,0.80397,0.72527,0.37493,1.82646,1.14078,0.01617,0.00110495,0.00110495,0.00110495
677,790.736,0.71434,0.22547,0.00401,0.80427,0.74841,0.72977,0.37636,1.83439,1.10826,0.0166,0.00110412,0.00110412,0.00110412
678,791.954,0.63741,0.22067,0.00291,0.7755,0.77109,0.71392,0.37254,1.81409,1.14253,0.01627,0.00110328,0.00110328,0.00110328
679,793.127,0.64173,0.25664,0.0032,0.78806,0.74841,0.71317,0.38156,1.81111,1.20724,0.01649,0.00110245,0.00110245,0.00110245
680,794.304,0.61418,0.20877,0.00279,0.78462,0.73413,0.70279,0.36607,1.83262,1.2279,0.01702,0.00110162,0.00110162,0.00110162
681,795.553,0.60903,0.26826,0.00448,0.79323,0.7627,0.71963,0.36283,1.85306,1.21992,0.0174,0.00110079,0.00110079,0.00110079
682,796.829,0.59155,0.19537,0.00341,0.75436,0.7627,0.72417,0.37582,1.86566,1.17181,0.01759,0.00109995,0.00109995,0.00109995
