epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1060,1235.22,0.39024,0.15955,0.00232,0.67721,0.70794,0.63041,0.33377,1.78709,1.424,0.01578,0.000785206,0.000785206,0.000785206
1061,1236.41,0.41864,0.17917,0.0025,0.64885,0.70794,0.63582,0.33916,1.8025,1.42048,0.01623,0.000784374,0.000784374,0.000784374
1062,1237.6,0.44831,0.1586,0.00232,0.6278,0.70644,0.63562,0.34394,1.79542,1.44602,0.01587,0.000783541,0.000783541,0.000783541
1063,1238.76,0.38365,0.17331,0.00213,0.6543,0.7019,0.65673,0.34825,1.81088,1.44556,0.01598,0.000782708,0.000782708,0.000782708
1064,1239.94,0.41153,0.14976,0.00209,0.70148,0.66356,0.64882,0.34123,1.81172,1.46408,0.01604,0.000781876,0.000781876,0.000781876
1065,1241.08,0.42153,0.16927,0.0023,0.69089,0.69365,0.65372,0.34231,1.8109,1.44026,0.01605,0.000781043,0.000781043,0.000781043
1066,1242.28,0.42197,0.14147,0.00257,0.70101,0.67937,0.65591,0.34947,1.82414,1.40126,0.01608,0.00078021,0.00078021,0.00078021
1067,1243.47,0.43218,0.17542,0.00239,0.69009,0.67937,0.64499,0.34588,1.83423,1.39173,0.01615,0.000779378,0.000779378,0.000779378
1068,1244.63,0.38842,0.19397,0.00285,0.67357,0.67937,0.64945,0.35176,1.83821,1.36533,0.01608,0.000778545,0.000778545,0.000778545
1069,1245.8,0.39789,0.16859,0.00211,0.67941,0.67937,0.6475,0.34822,1.83827,1.35153,0.01599,0.000777712,0.000777712,0.000777712
1070,1247.01,0.38642,0.13243,0.00186,0.68507,0.68366,0.64124,0.35596,1.82786,1.40374,0.01622,0.00077688,0.00077688,0.00077688
1071,1248.2,0.38947,0.14329,0.0023,0.73763,0.68103,0.64985,0.35472,1.82204,1.40975,0.01633,0.000776047,0.000776047,0.000776047
1072,1249.37,0.41788,0.15667,0.00292,0.73342,0.69365,0.64393,0.35572,1.81656,1.32747,0.0167,0.000775214,0.000775214,0.000775214
1073,1250.51,0.42577,0.14068,0.00221,0.748,0.68623,0.6454,0.35687,1.80326,1.37803,0.01644,0.000774382,0.000774382,0.000774382
1074,1251.68,0.39668,0.14179,0.00217,0.72558,0.67264,0.6426,0.35434,1.80759,1.3183,0.01698,0.000773549,0.000773549,0.000773549
1075,1252.84,0.43035,0.13443,0.00203,0.71352,0.72143,0.665,0.35949,1.81318,1.26185,0.01709,0.000772716,0.000772716,0.000772716
1076,1253.98,0.36712,0.1323,0.00203,0.72673,0.74921,0.66268,0.3514,1.82136,1.26031,0.01698,0.000771884,0.000771884,0.000771884
1077,1255.2,0.3575,0.14398,0.00204,0.76331,0.7762,0.70447,0.36064,1.83526,1.26494,0.01692,0.000771051,0.000771051,0.000771051
1078,1256.38,0.34524,0.11536,0.0019,0.73952,0.74759,0.69152,0.36182,1.84269,1.25084,0.01699,0.000770218,0.000770218,0.000770218
1079,1257.57,0.44494,0.22613,0.00226,0.72749,0.74623,0.70409,0.36449,1.84533,1.23398,0.01696,0.000769386,0.000769386,0.000769386
1080,1258.8,0.41387,0.15195,0.00264,0.72191,0.73457,0.69632,0.35751,1.85072,1.2509,0.01687,0.000768553,0.000768553,0.000768553
1081,1259.96,0.36727,0.12051,0.00223,0.72958,0.73765,0.69098,0.35518,1.84061,1.31815,0.01643,0.00076772,0.00076772,0.00076772
1082,1261.1,0.39679,0.1456,0.00229,0.74494,0.72794,0.69093,0.35017,1.85705,1.32221,0.01666,0.000766888,0.000766888,0.000766888
1083,1262.27,0.45187,0.22479,0.00231,0.72969,0.7056,0.67711,0.35201,1.87674,1.30502,0.01712,0.000766055,0.000766055,0.000766055
1084,1263.41,0.40892,0.15761,0.00207,0.75948,0.73385,0.69007,0.35833,1.86792,1.35054,0.01752,0.000765222,0.000765222,0.000765222
1085,1264.55,0.39874,0.17396,0.00217,0.73824,0.75979,0.70881,0.36919,1.86771,1.36137,0.01756,0.00076439,0.00076439,0.00076439
1086,1265.72,0.41372,0.16141,0.00235,0.79502,0.74273,0.7064,0.37093,1.8703,1.3071,0.01763,0.000763557,0.000763557,0.000763557
1087,1266.88,0.46742,0.16279,0.0024,0.78488,0.74921,0.69849,0.363,1.88965,1.32795,0.01779,0.000762724,0.000762724,0.000762724
1088,1268.03,0.41612,0.15962,0.00229,0.73505,0.72143,0.69971,0.36823,1.91254,1.30536,0.01812,0.000761892,0.000761892,0.000761892
1089,1269.18,0.41348,0.17312,0.00213,0.76557,0.72143,0.67959,0.36608,1.88625,1.33064,0.01765,0.000761059,0.000761059,0.000761059
1090,1270.33,0.41522,0.15387,0.00226,0.74687,0.72143,0.67801,0.36749,1.86791,1.31661,0.01761,0.000760226,0.000760226,0.000760226
1091,1271.48,0.43142,0.1373,0.00227,0.7551,0.74921,0.67221,0.3684,1.84424,1.27506,0.01753,0.000759394,0.000759394,0.000759394
1092,1272.68,0.42134,0.20984,0.00201,0.75935,0.74921,0.67383,0.3578,1.81929,1.29605,0.01662,0.000758561,0.000758561,0.000758561
1093,1273.83,0.40491,0.15463,0.00254,0.80872,0.74921,0.69651,0.36543,1.84534,1.25156,0.01733,0.000757728,0.000757728,0.000757728
1094,1275.04,0.43055,0.18095,0.00296,0.80743,0.74383,0.68493,0.36145,1.8225,1.2505,0.01696,0.000756896,0.000756896,0.000756896
1095,1276.23,0.38978,0.14231,0.00258,0.86223,0.67937,0.69196,0.36985,1.80874,1.20238,0.01679,0.000756063,0.000756063,0.000756063
1096,1277.39,0.36312,0.1444,0.00201,0.77415,0.71774,0.70053,0.38164,1.79529,1.22056,0.01666,0.00075523,0.00075523,0.00075523
1097,1278.58,0.42622,0.15937,0.00307,0.82318,0.67937,0.7132,0.38459,1.79832,1.21893,0.01681,0.000754398,0.000754398,0.000754398
1098,1279.74,0.44223,0.18095,0.00239,0.82641,0.67937,0.70742,0.37558,1.81117,1.2373,0.01685,0.000753565,0.000753565,0.000753565
1099,1280.88,0.36454,0.13789,0.0024,0.85634,0.67516,0.70656,0.37228,1.83236,1.24493,0.01692,0.000752732,0.000752732,0.000752732
1100,1282.01,0.45683,0.17945,0.00204,0.86017,0.67646,0.69501,0.37073,1.83305,1.24001,0.01713,0.0007519,0.0007519,0.0007519
1101,1283.19,0.47351,0.27606,0.00195,0.86281,0.67937,0.6997,0.38112,1.82384,1.22294,0.01718,0.000751067,0.000751067,0.000751067
1102,1284.32,0.36324,0.13992,0.00217,0.75553,0.73492,0.68353,0.37215,1.82659,1.19834,0.01717,0.000750234,0.000750234,0.000750234
1103,1285.5,0.38796,0.1468,0.00212,0.73737,0.73492,0.68903,0.37375,1.82071,1.17184,0.01704,0.000749402,0.000749402,0.000749402
1104,1286.71,0.41956,0.14309,0.00234,0.74339,0.72063,0.66713,0.37347,1.8196,1.16393,0.01672,0.000748569,0.000748569,0.000748569
1105,1287.9,0.34549,0.13066,0.00201,0.7443,0.73382,0.6854,0.37719,1.81329,1.14482,0.01661,0.000747736,0.000747736,0.000747736
1106,1289.14,0.4061,0.18734,0.00207,0.74826,0.71905,0.67461,0.37254,1.81781,1.14211,0.01664,0.000746904,0.000746904,0.000746904
1107,1290.31,0.40941,0.16079,0.00215,0.75897,0.70721,0.67621,0.36519,1.82603,1.12509,0.01673,0.000746071,0.000746071,0.000746071
1108,1291.51,0.40038,0.16957,0.00198,0.75646,0.69286,0.66331,0.36059,1.83682,1.14185,0.01693,0.000745238,0.000745238,0.000745238
1109,1292.76,0.39262,0.1371,0.00237,0.77016,0.74255,0.69125,0.3636,1.85472,1.14589,0.01722,0.000744406,0.000744406,0.000744406
1110,1293.94,0.34699,0.1276,0.0019,0.78485,0.75595,0.69906,0.35972,1.85459,1.14692,0.01712,0.000743573,0.000743573,0.000743573
1111,1295.12,0.43048,0.14351,0.00225,0.78286,0.75494,0.70229,0.35472,1.84156,1.17071,0.01695,0.00074274,0.00074274,0.00074274
1112,1296.34,0.40672,0.14322,0.00215,0.75616,0.77288,0.6762,0.34541,1.83072,1.19741,0.01657,0.000741908,0.000741908,0.000741908
1113,1297.5,0.38381,0.173,0.00246,0.79818,0.74344,0.68094,0.3578,1.83158,1.21713,0.01653,0.000741075,0.000741075,0.000741075
1114,1298.66,0.37693,0.14214,0.00167,0.82412,0.7595,0.6962,0.35784,1.82532,1.22308,0.01661,0.000740242,0.000740242,0.000740242
1115,1299.82,0.35739,0.13807,0.00174,0.83215,0.77125,0.68935,0.35163,1.82286,1.22644,0.01669,0.00073941,0.00073941,0.00073941
1116,1300.95,0.35597,0.14356,0.00197,0.82708,0.7627,0.6847,0.35176,1.81499,1.26799,0.0161,0.000738577,0.000738577,0.000738577
1117,1302.14,0.40375,0.16893,0.00249,0.82678,0.7627,0.69026,0.36371,1.82745,1.26833,0.01623,0.000737744,0.000737744,0.000737744
1118,1303.33,0.36321,0.14735,0.00217,0.80129,0.7627,0.67779,0.35257,1.83307,1.26927,0.01626,0.000736912,0.000736912,0.000736912
1119,1304.45,0.38424,0.16059,0.0019,0.75173,0.7627,0.66044,0.34758,1.82782,1.27883,0.01616,0.000736079,0.000736079,0.000736079
1120,1305.67,0.38405,0.14126,0.0021,0.78003,0.7627,0.66064,0.35233,1.81372,1.28295,0.01608,0.000735246,0.000735246,0.000735246
1121,1306.9,0.35226,0.13405,0.00199,0.78527,0.7627,0.66346,0.35424,1.81384,1.30307,0.01603,0.000734414,0.000734414,0.000734414
1122,1308.06,0.36129,0.14069,0.00192,0.80037,0.76125,0.66968,0.35289,1.82044,1.31855,0.01608,0.000733581,0.000733581,0.000733581
1123,1309.22,0.36507,0.16151,0.00173,0.79632,0.7627,0.68527,0.35124,1.83833,1.29377,0.01685,0.000732748,0.000732748,0.000732748
1124,1310.37,0.37618,0.1405,0.0021,0.81816,0.77698,0.70545,0.35328,1.82461,1.39173,0.01601,0.000731916,0.000731916,0.000731916
1125,1311.51,0.41141,0.15368,0.00215,0.8136,0.77698,0.69841,0.34913,1.83181,1.28996,0.01666,0.000731083,0.000731083,0.000731083
1126,1312.7,0.37055,0.15822,0.00215,0.76503,0.77698,0.68518,0.34396,1.82278,1.31491,0.01665,0.00073025,0.00073025,0.00073025
1127,1313.86,0.40298,0.15471,0.00203,0.72669,0.77698,0.67377,0.34072,1.80947,1.37049,0.01648,0.000729418,0.000729418,0.000729418
1128,1315.02,0.39554,0.16536,0.00172,0.75902,0.77698,0.67453,0.34436,1.80076,1.44603,0.01636,0.000728585,0.000728585,0.000728585
1129,1316.26,0.36401,0.19008,0.00236,0.75186,0.77984,0.66933,0.33957,1.79992,1.31417,0.01685,0.000727752,0.000727752,0.000727752
1130,1317.48,0.48464,0.15396,0.00228,0.69804,0.78415,0.66402,0.32539,1.7962,1.328,0.0168,0.00072692,0.00072692,0.00072692
1131,1318.66,0.37015,0.12035,0.00222,0.74119,0.7893,0.65934,0.32775,1.80095,1.37958,0.01686,0.000726087,0.000726087,0.000726087
1132,1319.85,0.32581,0.12508,0.00223,0.73691,0.78962,0.66018,0.33587,1.79671,1.37539,0.01662,0.000725254,0.000725254,0.000725254
1133,1320.99,0.36287,0.17872,0.00205,0.71836,0.81699,0.69207,0.35366,1.78272,1.37943,0.01618,0.000724422,0.000724422,0.000724422
1134,1322.13,0.37625,0.12018,0.00202,0.76404,0.78622,0.70665,0.36284,1.77321,1.35209,0.01614,0.000723589,0.000723589,0.000723589
1135,1323.28,0.42673,0.18321,0.00227,0.76597,0.78799,0.70761,0.36597,1.76513,1.33286,0.01607,0.000722756,0.000722756,0.000722756
1136,1324.45,0.42748,0.14355,0.00186,0.77293,0.78955,0.7031,0.35998,1.76659,1.34066,0.01608,0.000721924,0.000721924,0.000721924
1137,1325.64,0.40306,0.1452,0.0022,0.69965,0.76349,0.67016,0.3588,1.76374,1.32491,0.01612,0.000721091,0.000721091,0.000721091
1138,1326.83,0.43477,0.15399,0.00237,0.7211,0.76349,0.68475,0.36317,1.76587,1.28732,0.01606,0.000720258,0.000720258,0.000720258
1139,1328.03,0.34732,0.1357,0.0014,0.72323,0.79127,0.685,0.3612,1.76162,1.27842,0.01623,0.000719426,0.000719426,0.000719426
1140,1329.19,0.3457,0.15189,0.00166,0.72661,0.79127,0.69071,0.36677,1.76676,1.28031,0.01636,0.000718593,0.000718593,0.000718593
1141,1330.34,0.42278,0.16915,0.00198,0.68192,0.79127,0.69669,0.36595,1.76909,1.27594,0.01658,0.00071776,0.00071776,0.00071776
1142,1331.52,0.4612,0.1639,0.00271,0.80621,0.70794,0.69766,0.36884,1.77513,1.26937,0.01676,0.000716928,0.000716928,0.000716928
1143,1332.66,0.40174,0.13289,0.00232,0.78375,0.69365,0.67776,0.36685,1.77898,1.30411,0.01687,0.000716095,0.000716095,0.000716095
1144,1333.89,0.37763,0.16323,0.00298,0.7863,0.70497,0.67826,0.35841,1.78175,1.33224,0.01681,0.000715262,0.000715262,0.000715262
1145,1335.1,0.33958,0.13891,0.00167,0.81386,0.70794,0.68665,0.35998,1.79712,1.31296,0.01683,0.00071443,0.00071443,0.00071443
1146,1336.35,0.40705,0.17394,0.00208,0.81575,0.70794,0.68431,0.36251,1.7984,1.31462,0.01676,0.000713597,0.000713597,0.000713597
1147,1337.52,0.40688,0.14134,0.00191,0.80333,0.68736,0.67128,0.36083,1.79709,1.30539,0.01682,0.000712764,0.000712764,0.000712764
1148,1338.7,0.37411,0.14233,0.00211,0.81056,0.67937,0.67456,0.36072,1.79675,1.30832,0.01672,0.000711932,0.000711932,0.000711932
1149,1339.85,0.36717,0.1542,0.0022,0.81869,0.7148,0.682,0.36988,1.79108,1.34337,0.01636,0.000711099,0.000711099,0.000711099
1150,1341.01,0.37018,0.14923,0.00243,0.80555,0.71912,0.67874,0.36913,1.7939,1.34932,0.01641,0.000710266,0.000710266,0.000710266
1151,1342.16,0.39143,0.12933,0.0022,0.81246,0.67937,0.67106,0.36501,1.78241,1.36287,0.01638,0.000709434,0.000709434,0.000709434
1152,1343.3,0.39029,0.14345,0.00189,0.77003,0.71827,0.67052,0.3625,1.78765,1.35577,0.01647,0.000708601,0.000708601,0.000708601
1153,1344.47,0.34997,0.14611,0.00224,0.76892,0.7171,0.66879,0.36887,1.77915,1.36527,0.01571,0.000707768,0.000707768,0.000707768
1154,1345.62,0.39515,0.14143,0.00198,0.82067,0.67889,0.66582,0.36535,1.78033,1.37133,0.01569,0.000706936,0.000706936,0.000706936
1155,1346.77,0.37076,0.15819,0.0021,0.77244,0.69365,0.67656,0.36308,1.77591,1.38216,0.01571,0.000706103,0.000706103,0.000706103
1156,1347.93,0.41839,0.17938,0.0021,0.80892,0.67696,0.67779,0.36241,1.78033,1.39251,0.0157,0.00070527,0.00070527,0.00070527
1157,1349.09,0.43095,0.17268,0.00193,0.79934,0.66587,0.66839,0.36981,1.77808,1.44205,0.01628,0.000704438,0.000704438,0.000704438
1158,1350.23,0.37609,0.13629,0.00299,0.79991,0.66587,0.67043,0.37206,1.78548,1.35245,0.01616,0.000703605,0.000703605,0.000703605
1159,1351.4,0.41792,0.16156,0.00256,0.79998,0.66587,0.67139,0.37459,1.78133,1.3425,0.01613,0.000702772,0.000702772,0.000702772
1160,1352.54,0.45364,0.18327,0.00277,0.77413,0.68933,0.67591,0.37674,1.78715,1.35023,0.01599,0.00070194,0.00070194,0.00070194
1161,1353.67,0.37333,0.14263,0.0022,0.7796,0.7067,0.6935,0.37794,1.80243,1.35485,0.01597,0.000701107,0.000701107,0.000701107
1162,1354.88,0.37256,0.31603,0.00228,0.78707,0.72997,0.70178,0.37531,1.81795,1.34234,0.01594,0.000700274,0.000700274,0.000700274
1163,1356.08,0.37598,0.14296,0.00236,0.79399,0.731,0.70916,0.38152,1.81413,1.2903,0.01577,0.000699442,0.000699442,0.000699442
1164,1357.34,0.33722,0.14324,0.00206,0.79521,0.76263,0.74517,0.39486,1.8043,1.23931,0.01576,0.000698609,0.000698609,0.000698609
1165,1358.55,0.36869,0.16637,0.00255,0.79525,0.76175,0.74311,0.39104,1.80374,1.21866,0.01575,0.000697776,0.000697776,0.000697776
1166,1359.75,0.32684,0.12385,0.00189,0.79459,0.7787,0.73888,0.3843,1.80847,1.22355,0.01596,0.000696944,0.000696944,0.000696944
1167,1360.93,0.41695,0.15338,0.00201,0.77419,0.7343,0.71093,0.37678,1.8045,1.23706,0.01612,0.000696111,0.000696111,0.000696111
1168,1362.11,0.38198,0.15905,0.00188,0.80253,0.69365,0.67294,0.36999,1.81387,1.29866,0.0162,0.000695278,0.000695278,0.000695278
1169,1363.26,0.35229,0.1457,0.00186,0.79784,0.69365,0.68325,0.37825,1.83586,1.31008,0.01695,0.000694446,0.000694446,0.000694446
1170,1364.41,0.36524,0.159,0.00193,0.78251,0.71039,0.67657,0.37619,1.835,1.35319,0.01686,0.000693613,0.000693613,0.000693613
1171,1365.55,0.37922,0.16694,0.00376,0.73721,0.71914,0.66543,0.36328,1.82662,1.38961,0.01596,0.00069278,0.00069278,0.00069278
1172,1366.71,0.36002,0.13223,0.00191,0.70265,0.73927,0.66213,0.35366,1.81704,1.39424,0.01584,0.000691948,0.000691948,0.000691948
1173,1367.86,0.41683,0.14211,0.00228,0.81008,0.66587,0.68466,0.35713,1.79379,1.42419,0.01575,0.000691115,0.000691115,0.000691115
1174,1369.03,0.35351,0.16294,0.00206,0.80269,0.68782,0.69406,0.36566,1.80919,1.40219,0.01603,0.000690282,0.000690282,0.000690282
1175,1370.29,0.38071,0.20384,0.00267,0.72682,0.72005,0.69399,0.36694,1.82259,1.37937,0.01623,0.00068945,0.00068945,0.00068945
1176,1371.51,0.42033,0.15457,0.00224,0.82993,0.66411,0.6935,0.36147,1.83901,1.33637,0.01701,0.000688617,0.000688617,0.000688617
1177,1372.7,0.44974,0.17563,0.00291,0.7618,0.71611,0.71097,0.37224,1.8391,1.30931,0.01697,0.000687784,0.000687784,0.000687784
1178,1373.87,0.4007,0.12209,0.00231,0.70794,0.75283,0.69882,0.35971,1.84172,1.30187,0.01689,0.000686952,0.000686952,0.000686952
1179,1375.01,0.43401,0.13128,0.00236,0.7364,0.76296,0.70477,0.36451,1.84537,1.32797,0.01714,0.000686119,0.000686119,0.000686119
1180,1376.18,0.37552,0.17492,0.00229,0.74829,0.76109,0.70368,0.36416,1.85412,1.31851,0.01679,0.000685286,0.000685286,0.000685286
1181,1377.35,0.33795,0.16761,0.002,0.7256,0.73079,0.67335,0.36642,1.86707,1.31412,0.0169,0.000684454,0.000684454,0.000684454
1182,1378.48,0.37209,0.14664,0.00304,0.76405,0.69365,0.6709,0.36416,1.87625,1.31596,0.01707,0.000683621,0.000683621,0.000683621
1183,1379.65,0.40311,0.1633,0.00275,0.71826,0.70714,0.65684,0.35661,1.88868,1.27025,0.01721,0.000682788,0.000682788,0.000682788
1184,1380.8,0.32847,0.14319,0.00215,0.72833,0.70546,0.66115,0.34839,1.87996,1.30189,0.0173,0.000681956,0.000681956,0.000681956
1185,1381.92,0.35252,0.19165,0.00186,0.68437,0.67707,0.63545,0.33612,1.88057,1.40425,0.01765,0.000681123,0.000681123,0.000681123
1186,1383.07,0.40138,0.14997,0.00198,0.77244,0.63552,0.64004,0.33876,1.86925,1.40357,0.01757,0.00068029,0.00068029,0.00068029
1187,1384.2,0.4551,0.14047,0.00218,0.73221,0.708,0.66433,0.34862,1.85955,1.40189,0.01753,0.000679458,0.000679458,0.000679458
1188,1385.4,0.35038,0.13499,0.00197,0.72893,0.71479,0.66905,0.35975,1.8435,1.39818,0.01744,0.000678625,0.000678625,0.000678625
1189,1386.65,0.3909,0.13178,0.00191,0.79725,0.69025,0.67507,0.35931,1.83916,1.39403,0.01737,0.000677792,0.000677792,0.000677792
1190,1387.82,0.4382,0.18148,0.00181,0.7526,0.71405,0.6732,0.35847,1.83992,1.38362,0.0175,0.00067696,0.00067696,0.00067696
1191,1389.02,0.40202,0.15244,0.00222,0.78579,0.70473,0.66814,0.36002,1.8428,1.39918,0.01749,0.000676127,0.000676127,0.000676127
1192,1390.19,0.3626,0.1677,0.00189,0.78551,0.69365,0.6662,0.36392,1.83545,1.37838,0.01738,0.000675294,0.000675294,0.000675294
1193,1391.4,0.40742,0.1463,0.00223,0.78579,0.69365,0.66953,0.36396,1.83256,1.38373,0.01724,0.000674462,0.000674462,0.000674462
1194,1392.61,0.31388,0.12012,0.0023,0.78589,0.69365,0.66695,0.35623,1.83062,1.42077,0.01696,0.000673629,0.000673629,0.000673629
1195,1393.8,0.37663,0.18789,0.00176,0.77706,0.69019,0.66776,0.3566,1.81462,1.42905,0.01738,0.000672796,0.000672796,0.000672796
1196,1394.95,0.37742,0.22778,0.00232,0.69766,0.74321,0.68175,0.36758,1.81767,1.41679,0.01786,0.000671964,0.000671964,0.000671964
1197,1396.1,0.32498,0.12923,0.00185,0.75828,0.72143,0.68487,0.3664,1.81883,1.41188,0.01798,0.000671131,0.000671131,0.000671131
1198,1397.26,0.43322,0.16548,0.00224,0.73885,0.71845,0.6856,0.36407,1.83031,1.45967,0.01733,0.000670298,0.000670298,0.000670298
1199,1398.43,0.35855,0.10928,0.00196,0.74308,0.7157,0.68021,0.36523,1.83071,1.40589,0.01731,0.000669466,0.000669466,0.000669466
1200,1399.62,0.34036,0.1227,0.00223,0.75301,0.69042,0.67245,0.36069,1.8344,1.45542,0.017,0.000668633,0.000668633,0.000668633
1201,1400.79,0.33541,0.11893,0.00191,0.71794,0.68813,0.67364,0.36018,1.84558,1.43822,0.01703,0.0006678,0.0006678,0.0006678
1202,1401.94,0.31772,0.15226,0.00171,0.74664,0.6381,0.64755,0.3431,1.85455,1.42502,0.01734,0.000666968,0.000666968,0.000666968
1203,1403.17,0.37044,0.16252,0.00218,0.78051,0.6381,0.66588,0.35462,1.88315,1.33433,0.01777,0.000666135,0.000666135,0.000666135
1204,1404.35,0.36292,0.19406,0.002,0.71209,0.6381,0.65166,0.34468,1.89369,1.40966,0.01775,0.000665302,0.000665302,0.000665302
1205,1405.52,0.37996,0.13716,0.00205,0.62189,0.71374,0.65078,0.34623,1.89564,1.39824,0.018,0.00066447,0.00066447,0.00066447
1206,1406.67,0.38114,0.1355,0.00174,0.73226,0.62251,0.63734,0.34114,1.90939,1.40413,0.01798,0.000663637,0.000663637,0.000663637
1207,1407.82,0.36819,0.12852,0.0016,0.77022,0.62246,0.649,0.34212,1.89363,1.46581,0.0179,0.000662804,0.000662804,0.000662804
1208,1408.98,0.36126,0.13783,0.00194,0.75603,0.62381,0.66668,0.34572,1.87921,1.46799,0.01793,0.000661972,0.000661972,0.000661972
1209,1410.2,0.33048,0.1648,0.00211,0.72937,0.66822,0.6767,0.34998,1.86025,1.5116,0.01785,0.000661139,0.000661139,0.000661139
1210,1411.37,0.35351,0.16538,0.00172,0.81085,0.62041,0.6833,0.35504,1.85342,1.49141,0.01789,0.000660306,0.000660306,0.000660306
1211,1412.52,0.38319,0.15155,0.00247,0.69474,0.70476,0.68384,0.35928,1.84261,1.50054,0.01785,0.000659474,0.000659474,0.000659474
1212,1413.67,0.37103,0.14763,0.00183,0.72953,0.73414,0.69211,0.3616,1.82977,1.4451,0.01746,0.000658641,0.000658641,0.000658641
1213,1414.81,0.40369,0.20202,0.00164,0.74431,0.74921,0.70081,0.3626,1.84747,1.3828,0.01739,0.000657808,0.000657808,0.000657808
1214,1415.97,0.36552,0.1387,0.0022,0.74219,0.74921,0.70451,0.36647,1.84013,1.32802,0.0171,0.000656976,0.000656976,0.000656976
1215,1417.12,0.34284,0.14036,0.00235,0.76014,0.73039,0.69329,0.36632,1.83728,1.35262,0.017,0.000656143,0.000656143,0.000656143
1216,1418.3,0.33418,0.12817,0.00181,0.74313,0.70714,0.66888,0.36777,1.84147,1.37051,0.01713,0.00065531,0.00065531,0.00065531
1217,1419.46,0.36891,0.14439,0.00189,0.71424,0.71534,0.65661,0.36082,1.84876,1.43592,0.01735,0.000654478,0.000654478,0.000654478
1218,1420.62,0.43045,0.17245,0.00213,0.70047,0.71841,0.65461,0.35468,1.83326,1.43145,0.01767,0.000653645,0.000653645,0.000653645
1219,1421.77,0.35401,0.13148,0.00212,0.71217,0.7241,0.67737,0.36204,1.81312,1.43241,0.01747,0.000652812,0.000652812,0.000652812
1220,1422.92,0.3991,0.14045,0.00193,0.72757,0.73986,0.72327,0.37286,1.80901,1.41571,0.01738,0.00065198,0.00065198,0.00065198
1221,1424.13,0.39752,0.13313,0.00191,0.73018,0.74307,0.72991,0.38667,1.80671,1.32665,0.01736,0.000651147,0.000651147,0.000651147
1222,1425.34,0.35399,0.12284,0.00172,0.77918,0.71553,0.72356,0.38609,1.80755,1.29377,0.01722,0.000650314,0.000650314,0.000650314
1223,1426.58,0.38893,0.15028,0.00201,0.74892,0.73983,0.72485,0.39257,1.8282,1.24572,0.01706,0.000649482,0.000649482,0.000649482
1224,1427.8,0.37124,0.13417,0.00222,0.74886,0.74161,0.72853,0.3973,1.82539,1.25378,0.01733,0.000648649,0.000648649,0.000648649
1225,1428.99,0.38088,0.15968,0.00178,0.7503,0.73885,0.72721,0.39458,1.83307,1.23061,0.01707,0.000647816,0.000647816,0.000647816
1226,1430.19,0.40256,0.12901,0.00199,0.78863,0.74041,0.7297,0.38925,1.82206,1.22073,0.01695,0.000646984,0.000646984,0.000646984
1227,1431.37,0.43379,0.14398,0.00195,0.78479,0.7453,0.74791,0.39706,1.81199,1.20771,0.01682,0.000646151,0.000646151,0.000646151
1228,1432.45,0.37924,0.14177,0.00174,0.78925,0.74921,0.75995,0.40274,1.8097,1.19183,0.01655,0.000645318,0.000645318,0.000645318
1229,1433.69,0.31905,0.12043,0.0017,0.79725,0.74921,0.76029,0.40692,1.81841,1.18085,0.01652,0.000644486,0.000644486,0.000644486
1230,1435.01,0.32423,0.14697,0.00231,0.79178,0.74921,0.75802,0.4071,1.80728,1.1955,0.01663,0.000643653,0.000643653,0.000643653
1231,1436.28,0.40008,0.15214,0.00206,0.75725,0.74921,0.73554,0.39978,1.80927,1.19425,0.01666,0.00064282,0.00064282,0.00064282
1232,1437.5,0.34753,0.13419,0.00174,0.76762,0.74921,0.72753,0.38845,1.80885,1.20999,0.01663,0.000641988,0.000641988,0.000641988
1233,1438.72,0.35955,0.12289,0.00161,0.75703,0.74921,0.71769,0.38636,1.79426,1.229,0.01656,0.000641155,0.000641155,0.000641155
1234,1439.89,0.35966,0.16785,0.00172,0.72376,0.72143,0.71834,0.38119,1.79108,1.25108,0.01669,0.000640322,0.000640322,0.000640322
1235,1441.06,0.40211,0.1472,0.0023,0.71438,0.72143,0.71533,0.3803,1.78266,1.28774,0.01663,0.00063949,0.00063949,0.00063949
1236,1442.22,0.36487,0.12362,0.002,0.7185,0.74921,0.71563,0.37932,1.79086,1.37443,0.01668,0.000638657,0.000638657,0.000638657
1237,1443.36,0.38271,0.12619,0.00175,0.75305,0.76243,0.71967,0.38891,1.80209,1.37843,0.01672,0.000637824,0.000637824,0.000637824
1238,1444.51,0.3682,0.12595,0.00224,0.747,0.77698,0.71909,0.38335,1.82483,1.38822,0.01682,0.000636992,0.000636992,0.000636992
1239,1445.65,0.31017,0.13725,0.00155,0.7448,0.7469,0.71937,0.38455,1.83282,1.33579,0.01704,0.000636159,0.000636159,0.000636159
1240,1446.8,0.41256,0.16301,0.00225,0.76662,0.71776,0.71395,0.37743,1.83916,1.32324,0.01718,0.000635326,0.000635326,0.000635326
1241,1447.97,0.36963,0.13632,0.00211,0.81211,0.71955,0.7135,0.37389,1.84969,1.3134,0.01732,0.000634494,0.000634494,0.000634494
